Unnamed: 0	assigned_cluster
mouse2_lib2.final_cell_0212	endothelial
mouse2_lib2.final_cell_0213	endothelial
mouse2_lib2.final_cell_0214	beta
mouse2_lib2.final_cell_0215	gamma
mouse2_lib2.final_cell_0216	beta
mouse2_lib2.final_cell_0217	quiescent_stellate
mouse2_lib2.final_cell_0218	beta
mouse2_lib2.final_cell_0219	gamma
mouse2_lib2.final_cell_0220	alpha
mouse2_lib2.final_cell_0221	beta
mouse2_lib2.final_cell_0222	delta
mouse2_lib2.final_cell_0223	ductal
mouse2_lib2.final_cell_0224	beta
mouse2_lib2.final_cell_0225	beta
mouse2_lib2.final_cell_0226	alpha
mouse2_lib2.final_cell_0227	beta
mouse2_lib2.final_cell_0228	alpha
mouse2_lib2.final_cell_0229	alpha
mouse2_lib2.final_cell_0230	beta
mouse2_lib2.final_cell_0231	beta
mouse2_lib2.final_cell_0232	macrophage
mouse2_lib2.final_cell_0233	beta
mouse2_lib2.final_cell_0234	beta
mouse2_lib2.final_cell_0235	ductal
mouse2_lib2.final_cell_0236	alpha
mouse2_lib2.final_cell_0237	macrophage
mouse2_lib2.final_cell_0238	delta
mouse2_lib2.final_cell_0239	endothelial
mouse2_lib2.final_cell_0240	alpha
mouse2_lib2.final_cell_0241	alpha
mouse2_lib2.final_cell_0242	delta
mouse2_lib2.final_cell_0243	alpha
mouse2_lib2.final_cell_0244	alpha
mouse2_lib2.final_cell_0245	beta
mouse2_lib2.final_cell_0246	delta
mouse2_lib2.final_cell_0247	endothelial
mouse2_lib2.final_cell_0248	beta
mouse2_lib2.final_cell_0249	activated_stellate
mouse2_lib2.final_cell_0250	beta
mouse2_lib2.final_cell_0251	endothelial
mouse2_lib2.final_cell_0252	activated_stellate
mouse2_lib2.final_cell_0253	beta
mouse2_lib2.final_cell_0254	beta
mouse2_lib2.final_cell_0255	alpha
mouse2_lib2.final_cell_0256	delta
mouse2_lib2.final_cell_0257	alpha
mouse2_lib2.final_cell_0258	beta
mouse2_lib2.final_cell_0259	beta
mouse2_lib2.final_cell_0260	alpha
mouse2_lib2.final_cell_0261	delta
mouse2_lib2.final_cell_0262	beta
mouse2_lib2.final_cell_0263	ductal
mouse2_lib2.final_cell_0264	macrophage
mouse2_lib2.final_cell_0265	beta
mouse2_lib2.final_cell_0266	beta
mouse2_lib2.final_cell_0267	B_cell
mouse2_lib2.final_cell_0268	beta
mouse2_lib2.final_cell_0269	endothelial
mouse2_lib2.final_cell_0270	endothelial
mouse2_lib2.final_cell_0271	endothelial
mouse2_lib2.final_cell_0272	alpha
mouse2_lib2.final_cell_0273	beta
mouse2_lib2.final_cell_0274	beta
mouse2_lib2.final_cell_0275	delta
mouse2_lib2.final_cell_0276	beta
mouse2_lib2.final_cell_0277	endothelial
mouse2_lib2.final_cell_0278	beta
mouse2_lib2.final_cell_0279	alpha
mouse2_lib2.final_cell_0280	beta
mouse2_lib2.final_cell_0281	endothelial
mouse2_lib2.final_cell_0282	alpha
mouse2_lib2.final_cell_0283	beta
mouse2_lib2.final_cell_0284	endothelial
mouse2_lib2.final_cell_0285	alpha
mouse2_lib2.final_cell_0286	delta
mouse2_lib2.final_cell_0287	beta
mouse2_lib2.final_cell_0288	beta
mouse2_lib2.final_cell_0289	beta
mouse2_lib2.final_cell_0290	delta
mouse2_lib2.final_cell_0291	quiescent_stellate
mouse2_lib2.final_cell_0292	beta
mouse2_lib2.final_cell_0293	alpha
mouse2_lib2.final_cell_0294	endothelial
mouse2_lib2.final_cell_0295	ductal
mouse2_lib2.final_cell_0296	beta
mouse2_lib2.final_cell_0297	beta
mouse2_lib2.final_cell_0298	T_cell
mouse2_lib2.final_cell_0299	endothelial
mouse2_lib2.final_cell_0300	beta
mouse2_lib2.final_cell_0301	ductal
mouse2_lib2.final_cell_0302	immune_other
mouse2_lib2.final_cell_0303	macrophage
mouse2_lib2.final_cell_0304	quiescent_stellate
mouse2_lib2.final_cell_0305	beta
mouse2_lib2.final_cell_0306	beta
mouse2_lib2.final_cell_0307	beta
mouse2_lib2.final_cell_0308	delta
mouse2_lib2.final_cell_0309	endothelial
mouse2_lib2.final_cell_0310	alpha
mouse2_lib2.final_cell_0311	beta
mouse2_lib2.final_cell_0312	beta
mouse2_lib2.final_cell_0313	beta
mouse2_lib2.final_cell_0314	delta
mouse2_lib2.final_cell_0315	beta
mouse2_lib2.final_cell_0316	beta
mouse2_lib2.final_cell_0317	beta
mouse2_lib2.final_cell_0318	beta
mouse2_lib2.final_cell_0319	beta
mouse2_lib2.final_cell_0320	beta
mouse2_lib2.final_cell_0321	delta
mouse2_lib2.final_cell_0322	alpha
mouse2_lib2.final_cell_0323	macrophage
mouse2_lib2.final_cell_0324	delta
mouse2_lib2.final_cell_0325	T_cell
mouse2_lib2.final_cell_0326	beta
mouse2_lib2.final_cell_0327	alpha
mouse2_lib2.final_cell_0328	quiescent_stellate
mouse2_lib2.final_cell_0329	quiescent_stellate
mouse2_lib2.final_cell_0330	delta
mouse2_lib2.final_cell_0331	beta
mouse2_lib2.final_cell_0332	delta
mouse2_lib2.final_cell_0333	delta
mouse2_lib2.final_cell_0334	quiescent_stellate
mouse2_lib2.final_cell_0335	delta
mouse2_lib2.final_cell_0336	quiescent_stellate
mouse2_lib2.final_cell_0337	delta
mouse2_lib2.final_cell_0338	delta
mouse2_lib2.final_cell_0339	alpha
mouse2_lib2.final_cell_0340	ductal
mouse2_lib2.final_cell_0341	delta
mouse2_lib2.final_cell_0342	beta
mouse2_lib2.final_cell_0343	B_cell
mouse2_lib2.final_cell_0344	delta
mouse2_lib2.final_cell_0345	delta
mouse2_lib2.final_cell_0346	delta
mouse2_lib2.final_cell_0347	delta
mouse2_lib2.final_cell_0348	quiescent_stellate
mouse2_lib2.final_cell_0349	endothelial
mouse2_lib3.final_cell_0001	beta
mouse2_lib3.final_cell_0002	beta
mouse2_lib3.final_cell_0003	beta
mouse2_lib3.final_cell_0004	beta
mouse2_lib3.final_cell_0005	beta
mouse2_lib3.final_cell_0006	beta
mouse2_lib3.final_cell_0007	beta
mouse2_lib3.final_cell_0008	beta
mouse2_lib3.final_cell_0009	beta
mouse2_lib3.final_cell_0010	beta
mouse2_lib3.final_cell_0011	beta
mouse2_lib3.final_cell_0012	beta
mouse2_lib3.final_cell_0013	delta
mouse2_lib3.final_cell_0014	delta
mouse2_lib3.final_cell_0015	beta
mouse2_lib3.final_cell_0016	activated_stellate
mouse2_lib3.final_cell_0017	beta
mouse2_lib3.final_cell_0018	beta
mouse2_lib3.final_cell_0019	beta
mouse2_lib3.final_cell_0020	alpha
mouse2_lib3.final_cell_0021	alpha
mouse2_lib3.final_cell_0022	beta
mouse2_lib3.final_cell_0023	beta
mouse2_lib3.final_cell_0024	beta
mouse2_lib3.final_cell_0025	beta
mouse2_lib3.final_cell_0026	alpha
mouse2_lib3.final_cell_0027	beta
mouse2_lib3.final_cell_0028	beta
mouse2_lib3.final_cell_0029	beta
mouse2_lib3.final_cell_0030	alpha
mouse2_lib3.final_cell_0031	beta
mouse2_lib3.final_cell_0032	beta
mouse2_lib3.final_cell_0033	delta
mouse2_lib3.final_cell_0034	schwann
mouse2_lib3.final_cell_0035	beta
mouse2_lib3.final_cell_0036	beta
mouse2_lib3.final_cell_0037	beta
mouse2_lib3.final_cell_0038	beta
mouse2_lib3.final_cell_0039	gamma
mouse2_lib3.final_cell_0040	beta
mouse2_lib3.final_cell_0041	delta
mouse2_lib3.final_cell_0042	beta
mouse2_lib3.final_cell_0043	beta
mouse2_lib3.final_cell_0044	beta
mouse2_lib3.final_cell_0045	beta
mouse2_lib3.final_cell_0046	beta
mouse2_lib3.final_cell_0047	beta
mouse2_lib3.final_cell_0048	delta
mouse2_lib3.final_cell_0049	beta
mouse2_lib3.final_cell_0050	alpha
mouse2_lib3.final_cell_0051	beta
mouse2_lib3.final_cell_0052	beta
mouse2_lib3.final_cell_0053	beta
mouse2_lib3.final_cell_0054	beta
mouse2_lib3.final_cell_0055	beta
mouse2_lib3.final_cell_0056	beta
mouse2_lib3.final_cell_0057	beta
mouse2_lib3.final_cell_0058	beta
mouse2_lib3.final_cell_0059	beta
mouse2_lib3.final_cell_0060	beta
mouse2_lib3.final_cell_0061	ductal
mouse2_lib3.final_cell_0062	beta
mouse2_lib3.final_cell_0063	alpha
mouse2_lib3.final_cell_0064	alpha
mouse2_lib3.final_cell_0065	schwann
mouse2_lib3.final_cell_0066	alpha
mouse2_lib3.final_cell_0067	beta
mouse2_lib3.final_cell_0068	beta
mouse2_lib3.final_cell_0069	ductal
mouse2_lib3.final_cell_0070	alpha
mouse2_lib3.final_cell_0071	beta
mouse2_lib3.final_cell_0072	delta
mouse2_lib3.final_cell_0073	alpha
mouse2_lib3.final_cell_0074	delta
mouse2_lib3.final_cell_0075	delta
mouse2_lib3.final_cell_0076	alpha
mouse2_lib3.final_cell_0077	beta
mouse2_lib3.final_cell_0078	alpha
mouse2_lib3.final_cell_0079	beta
mouse2_lib3.final_cell_0080	beta
mouse2_lib3.final_cell_0081	delta
mouse2_lib3.final_cell_0082	alpha
mouse2_lib3.final_cell_0083	beta
mouse2_lib3.final_cell_0084	beta
mouse2_lib3.final_cell_0085	beta
mouse2_lib3.final_cell_0086	alpha
mouse2_lib3.final_cell_0087	alpha
mouse2_lib3.final_cell_0088	beta
mouse2_lib3.final_cell_0089	beta
mouse2_lib3.final_cell_0090	beta
mouse2_lib3.final_cell_0091	alpha
mouse2_lib3.final_cell_0092	beta
mouse2_lib3.final_cell_0093	alpha
mouse2_lib3.final_cell_0094	alpha
mouse2_lib3.final_cell_0095	alpha
mouse2_lib3.final_cell_0096	beta
mouse2_lib3.final_cell_0097	delta
mouse2_lib3.final_cell_0098	beta
mouse2_lib3.final_cell_0099	beta
mouse2_lib3.final_cell_0100	alpha
mouse2_lib3.final_cell_0101	beta
mouse2_lib3.final_cell_0102	beta
mouse2_lib3.final_cell_0103	beta
mouse2_lib3.final_cell_0104	beta
mouse2_lib3.final_cell_0105	delta
mouse2_lib3.final_cell_0106	alpha
mouse2_lib3.final_cell_0107	beta
mouse2_lib3.final_cell_0108	alpha
mouse2_lib3.final_cell_0109	alpha
mouse2_lib3.final_cell_0110	beta
mouse2_lib3.final_cell_0111	beta
mouse2_lib3.final_cell_0112	alpha
mouse2_lib3.final_cell_0113	beta
mouse2_lib3.final_cell_0114	beta
mouse2_lib3.final_cell_0115	alpha
mouse2_lib3.final_cell_0116	delta
mouse2_lib3.final_cell_0117	beta
mouse2_lib3.final_cell_0118	alpha
mouse2_lib3.final_cell_0119	beta
mouse2_lib3.final_cell_0120	beta
mouse2_lib3.final_cell_0121	beta
mouse2_lib3.final_cell_0122	beta
mouse2_lib3.final_cell_0123	beta
mouse2_lib3.final_cell_0124	beta
mouse2_lib3.final_cell_0125	delta
mouse2_lib3.final_cell_0126	delta
mouse2_lib3.final_cell_0127	beta
mouse2_lib3.final_cell_0128	beta
mouse2_lib3.final_cell_0129	beta
mouse2_lib3.final_cell_0130	alpha
mouse2_lib3.final_cell_0131	ductal
mouse2_lib3.final_cell_0132	beta
mouse2_lib3.final_cell_0133	beta
mouse2_lib3.final_cell_0134	beta
mouse2_lib3.final_cell_0135	beta
mouse2_lib3.final_cell_0136	beta
mouse2_lib3.final_cell_0137	beta
mouse2_lib3.final_cell_0138	beta
mouse2_lib3.final_cell_0139	beta
mouse2_lib3.final_cell_0140	delta
mouse2_lib3.final_cell_0141	beta
mouse2_lib3.final_cell_0142	alpha
mouse2_lib3.final_cell_0143	beta
mouse2_lib3.final_cell_0144	delta
mouse2_lib3.final_cell_0145	alpha
mouse2_lib3.final_cell_0146	B_cell
mouse2_lib3.final_cell_0147	beta
mouse2_lib3.final_cell_0148	alpha
mouse2_lib3.final_cell_0149	delta
mouse2_lib3.final_cell_0150	beta
mouse2_lib3.final_cell_0151	alpha
mouse2_lib3.final_cell_0152	delta
mouse2_lib3.final_cell_0153	alpha
mouse2_lib3.final_cell_0154	beta
mouse2_lib3.final_cell_0155	alpha
mouse2_lib3.final_cell_0156	beta
mouse2_lib3.final_cell_0157	alpha
mouse2_lib3.final_cell_0158	alpha
mouse2_lib3.final_cell_0159	beta
mouse2_lib3.final_cell_0160	alpha
mouse2_lib3.final_cell_0161	beta
mouse2_lib3.final_cell_0162	beta
mouse2_lib3.final_cell_0163	alpha
mouse2_lib3.final_cell_0164	beta
mouse2_lib3.final_cell_0165	macrophage
mouse2_lib3.final_cell_0166	beta
mouse2_lib3.final_cell_0167	beta
mouse2_lib3.final_cell_0168	alpha
mouse2_lib3.final_cell_0169	beta
mouse2_lib3.final_cell_0170	beta
mouse2_lib3.final_cell_0171	ductal
mouse2_lib3.final_cell_0172	gamma
mouse2_lib3.final_cell_0173	beta
mouse2_lib3.final_cell_0174	alpha
mouse2_lib3.final_cell_0175	beta
mouse2_lib3.final_cell_0176	beta
mouse2_lib3.final_cell_0177	beta
mouse2_lib3.final_cell_0178	delta
mouse2_lib3.final_cell_0179	beta
mouse2_lib3.final_cell_0180	gamma
mouse2_lib3.final_cell_0181	endothelial
mouse2_lib3.final_cell_0182	alpha
mouse2_lib3.final_cell_0183	alpha
mouse2_lib3.final_cell_0184	alpha
mouse2_lib3.final_cell_0185	alpha
mouse2_lib3.final_cell_0186	beta
mouse2_lib3.final_cell_0187	beta
mouse2_lib3.final_cell_0188	alpha
mouse2_lib3.final_cell_0189	beta
mouse2_lib3.final_cell_0190	beta
mouse2_lib3.final_cell_0191	beta
mouse2_lib3.final_cell_0192	endothelial
mouse2_lib3.final_cell_0193	alpha
mouse2_lib3.final_cell_0194	gamma
mouse2_lib3.final_cell_0195	beta
mouse2_lib3.final_cell_0196	beta
mouse2_lib3.final_cell_0197	alpha
mouse2_lib3.final_cell_0198	delta
mouse2_lib3.final_cell_0199	ductal
mouse2_lib3.final_cell_0200	beta
mouse2_lib3.final_cell_0201	beta
mouse2_lib3.final_cell_0202	beta
mouse2_lib3.final_cell_0203	alpha
mouse2_lib3.final_cell_0204	ductal
mouse2_lib3.final_cell_0205	alpha
mouse2_lib3.final_cell_0206	endothelial
mouse2_lib3.final_cell_0207	alpha
mouse2_lib3.final_cell_0208	beta
mouse2_lib3.final_cell_0209	alpha
mouse2_lib3.final_cell_0210	alpha
mouse2_lib3.final_cell_0211	activated_stellate
mouse2_lib3.final_cell_0212	delta
mouse2_lib3.final_cell_0213	delta
mouse2_lib3.final_cell_0214	ductal
mouse2_lib3.final_cell_0215	beta
mouse2_lib3.final_cell_0216	beta
mouse2_lib3.final_cell_0217	beta
mouse2_lib3.final_cell_0218	alpha
mouse2_lib3.final_cell_0219	beta
mouse2_lib3.final_cell_0220	gamma
mouse2_lib3.final_cell_0221	beta
mouse2_lib3.final_cell_0222	beta
mouse2_lib3.final_cell_0223	beta
mouse2_lib3.final_cell_0224	endothelial
mouse2_lib3.final_cell_0225	ductal
mouse2_lib3.final_cell_0226	beta
mouse2_lib3.final_cell_0227	alpha
mouse2_lib3.final_cell_0228	endothelial
mouse2_lib3.final_cell_0229	beta
mouse2_lib3.final_cell_0230	beta
mouse2_lib3.final_cell_0231	beta
mouse2_lib3.final_cell_0232	macrophage
mouse2_lib3.final_cell_0233	macrophage
mouse2_lib3.final_cell_0234	beta
mouse2_lib3.final_cell_0235	beta
mouse2_lib3.final_cell_0236	alpha
mouse2_lib3.final_cell_0237	quiescent_stellate
mouse2_lib3.final_cell_0238	alpha
mouse2_lib3.final_cell_0239	beta
mouse2_lib3.final_cell_0240	endothelial
mouse2_lib3.final_cell_0241	alpha
mouse2_lib3.final_cell_0242	endothelial
mouse2_lib3.final_cell_0243	beta
mouse2_lib3.final_cell_0244	beta
mouse2_lib3.final_cell_0245	beta
mouse2_lib3.final_cell_0246	beta
mouse2_lib3.final_cell_0247	beta
mouse2_lib3.final_cell_0248	beta
mouse2_lib3.final_cell_0249	alpha
mouse2_lib3.final_cell_0250	alpha
mouse2_lib3.final_cell_0251	endothelial
mouse2_lib3.final_cell_0252	beta
mouse2_lib3.final_cell_0253	endothelial
mouse2_lib3.final_cell_0254	beta
mouse2_lib3.final_cell_0255	delta
mouse2_lib3.final_cell_0256	beta
mouse2_lib3.final_cell_0257	beta
mouse2_lib3.final_cell_0258	beta
mouse2_lib3.final_cell_0259	endothelial
mouse2_lib3.final_cell_0260	beta
mouse2_lib3.final_cell_0261	beta
mouse2_lib3.final_cell_0262	endothelial
mouse2_lib3.final_cell_0263	beta
mouse2_lib3.final_cell_0264	endothelial
mouse2_lib3.final_cell_0265	beta
mouse2_lib3.final_cell_0266	beta
mouse2_lib3.final_cell_0267	beta
mouse2_lib3.final_cell_0268	beta
mouse2_lib3.final_cell_0269	gamma
mouse2_lib3.final_cell_0270	beta
mouse2_lib3.final_cell_0271	beta
mouse2_lib3.final_cell_0272	alpha
mouse2_lib3.final_cell_0273	ductal
mouse2_lib3.final_cell_0274	activated_stellate
mouse2_lib3.final_cell_0275	beta
mouse2_lib3.final_cell_0276	beta
mouse2_lib3.final_cell_0277	delta
mouse2_lib3.final_cell_0278	delta
mouse2_lib3.final_cell_0279	alpha
mouse2_lib3.final_cell_0280	beta
mouse2_lib3.final_cell_0281	delta
mouse2_lib3.final_cell_0282	beta
mouse2_lib3.final_cell_0283	alpha
mouse2_lib3.final_cell_0284	endothelial
mouse2_lib3.final_cell_0285	beta
mouse2_lib3.final_cell_0286	beta
mouse2_lib3.final_cell_0287	beta
mouse2_lib3.final_cell_0288	beta
mouse2_lib3.final_cell_0289	endothelial
mouse2_lib3.final_cell_0290	alpha
mouse2_lib3.final_cell_0291	beta
mouse2_lib3.final_cell_0292	endothelial
mouse2_lib3.final_cell_0293	alpha
mouse2_lib3.final_cell_0294	beta
mouse2_lib3.final_cell_0295	alpha
mouse2_lib3.final_cell_0296	endothelial
mouse2_lib3.final_cell_0297	endothelial
mouse2_lib3.final_cell_0298	beta
mouse2_lib3.final_cell_0299	beta
mouse2_lib3.final_cell_0300	beta
mouse2_lib3.final_cell_0301	beta
mouse2_lib3.final_cell_0302	beta
mouse2_lib3.final_cell_0303	beta
mouse2_lib3.final_cell_0304	beta
mouse2_lib3.final_cell_0305	endothelial
mouse2_lib3.final_cell_0306	delta
mouse2_lib3.final_cell_0307	quiescent_stellate
mouse2_lib3.final_cell_0308	endothelial
mouse2_lib3.final_cell_0309	beta
mouse2_lib3.final_cell_0310	macrophage
mouse2_lib3.final_cell_0311	beta
mouse2_lib3.final_cell_0312	beta
mouse2_lib3.final_cell_0313	beta
mouse2_lib3.final_cell_0314	endothelial
mouse2_lib3.final_cell_0315	quiescent_stellate
mouse2_lib3.final_cell_0316	endothelial
mouse2_lib3.final_cell_0317	endothelial
mouse2_lib3.final_cell_0318	delta
mouse2_lib3.final_cell_0319	beta
mouse2_lib3.final_cell_0320	immune_other
mouse2_lib3.final_cell_0321	beta
mouse2_lib3.final_cell_0322	delta
mouse2_lib3.final_cell_0323	beta
mouse2_lib3.final_cell_0324	gamma
mouse2_lib3.final_cell_0325	endothelial
mouse2_lib3.final_cell_0326	beta
mouse2_lib3.final_cell_0327	beta
mouse2_lib3.final_cell_0328	alpha
mouse2_lib3.final_cell_0329	macrophage
mouse2_lib3.final_cell_0330	alpha
mouse2_lib3.final_cell_0331	ductal
mouse2_lib3.final_cell_0332	beta
mouse2_lib3.final_cell_0333	beta
mouse2_lib3.final_cell_0334	beta
mouse2_lib3.final_cell_0335	beta
mouse2_lib3.final_cell_0336	ductal
mouse2_lib3.final_cell_0337	beta
mouse2_lib3.final_cell_0338	endothelial
mouse2_lib3.final_cell_0339	alpha
mouse2_lib3.final_cell_0340	endothelial
mouse2_lib3.final_cell_0341	delta
mouse2_lib3.final_cell_0342	beta
mouse2_lib3.final_cell_0343	beta
mouse2_lib3.final_cell_0344	beta
mouse2_lib3.final_cell_0345	alpha
mouse2_lib3.final_cell_0346	beta
mouse2_lib3.final_cell_0347	quiescent_stellate
mouse2_lib3.final_cell_0348	beta
mouse2_lib3.final_cell_0349	alpha
mouse2_lib3.final_cell_0350	delta
mouse2_lib3.final_cell_0351	beta
mouse2_lib3.final_cell_0352	beta
mouse2_lib3.final_cell_0353	endothelial
mouse2_lib3.final_cell_0354	endothelial
mouse2_lib3.final_cell_0355	delta
mouse2_lib3.final_cell_0356	beta
mouse2_lib3.final_cell_0357	beta
mouse2_lib3.final_cell_0358	ductal
mouse2_lib3.final_cell_0359	quiescent_stellate
mouse2_lib3.final_cell_0360	ductal
mouse2_lib3.final_cell_0361	beta
mouse2_lib3.final_cell_0362	beta
mouse2_lib3.final_cell_0363	beta
mouse2_lib3.final_cell_0364	beta
mouse2_lib3.final_cell_0365	beta
mouse2_lib3.final_cell_0366	endothelial
mouse2_lib3.final_cell_0367	beta
mouse2_lib3.final_cell_0368	T_cell
mouse2_lib3.final_cell_0369	endothelial
mouse2_lib3.final_cell_0370	beta
mouse2_lib3.final_cell_0371	B_cell
mouse2_lib3.final_cell_0372	endothelial
mouse2_lib3.final_cell_0373	quiescent_stellate
mouse2_lib3.final_cell_0374	beta
mouse2_lib3.final_cell_0375	beta
mouse2_lib3.final_cell_0376	beta
mouse2_lib3.final_cell_0377	beta
mouse2_lib3.final_cell_0378	delta
mouse2_lib3.final_cell_0379	ductal
mouse2_lib3.final_cell_0380	ductal
mouse2_lib3.final_cell_0381	beta
mouse2_lib3.final_cell_0382	beta
mouse2_lib3.final_cell_0383	immune_other
mouse2_lib3.final_cell_0384	beta
mouse2_lib3.final_cell_0385	beta
mouse2_lib3.final_cell_0386	delta
mouse2_lib3.final_cell_0387	delta
mouse2_lib3.final_cell_0388	delta
mouse2_lib3.final_cell_0389	endothelial
mouse2_lib3.final_cell_0390	ductal
mouse2_lib3.final_cell_0391	beta
mouse2_lib3.final_cell_0392	beta
mouse2_lib3.final_cell_0393	ductal
mouse2_lib3.final_cell_0394	quiescent_stellate
mouse2_lib3.final_cell_0395	ductal
